Title,Company,Experience,Location,Skills,Summary
Data Entry|Typing|Copy Paste|SmsSending  online/offline,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :email, backend, typing, typewriting, work from home",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Data Entry|Typing|Copy Paste|SmsSending  online/offline,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :typing, excel, typewriting, email, backend",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Urgent Requirement Process Associate /sales Executive Good Package Salary,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :typing, excel, typewriting, email, backend",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Urgent Vacancy for Data Entry Operator|Online Promoter Work From Home,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :backend, excel, typewriting, email, online",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Urgent Hiring For Ticketing & Airport Management,Mount Tele Services Hiring For,0 to 4 Yrs,Surat,"Skills :international flight operations, aircraft maintenance, travel management, aviation security, back office support","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome"
Sales Executive - Ahmedabad - Baroda - Surat - Rajkot - Udaipur,Personnel Search Services,1 to 3 Yrs,Surat,"Skills :sales, marketing, business development, target, customer relations","This position will be on rolls of Lobo Staffing Solutions Pvt Ltd. Designation: Sales Executive Job Location: Ahmedabad, Baroda, Surat, Rajkot, Udaipur Job Role: Sales executive will be in field"
Software Developer (.Net),Prominent Consultant,3 to 8 Yrs,Surat,"Skills :api, forms, angular, devexpress, html","back-end .NET 4.6.1 ASP.NET Web Forms DevExpress 17.2 XAF MS SQL 2008r2 Web API (EntityFramework 6.1.3) front-end DevExtreme 17.2 Angular 6.0.6 HTML5 CSS Grid,"
"opportunities in banking,telecom,finance ,health,  insurance .",Unidus Hr Services LLP,0 to 4 Yrs,Surat,"Skills :planning, business, product life cycle, product mix, marketing mix",Develop various sources of agent hiring and build a team of agents . ensure product knowledge work closely with agents on planning and reviewing of activities and goals . Achievement
PHP Developer,Rudr Consultancy Services,1 to 4 Yrs,Surat,"Skills :mysql, php, jquery, javascript, html","Job Description:Candidate will be responsible to develop website usingCodeIgniter/ LaravelFramework and also responsible for developing Web APIs. strong working Hands on experience of developingwebsitesandweb APIs.Excellentcommunication skills(Read, Write and understanding).Candidate must"
Patient Counselor - Surat,ASG Eye Hospital Pvt. Ltd.,1 to 6 Yrs,Surat,"Skills :music making, case management, rec, ds, benefits","Responsible for verifying insurance benefits, assisting and performing case management for uninsured and insured patients. Coordinates appointments, referrals for all patients. Documentation of all patient and records action taken. Addresses"
Vacancy For Aircraft Maintenance Technician,Abil Communication Hiring For,0 to 2 Yrs,Surat,"Skills :forms, english, basic, hindi, ticket sales",Job Description Job Description Salary 25k to 52k Education & Skills Required: Candidate (both freshers and experienced) with good communication skills require. Candidate should be time flexible. Education: The only
Python student  Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,Surat,"Skills :ltd, engineering, python, it, visit","Maxgen Technologies Pvt Ltd is an IT company since 2014 in Ahmedabad, Mumbai and pune. We are offering internship on live project In Python Machine Learning AI Technology We are"
Delivery Manager,visionary outsourcing services Hiring For,1 to 4 Yrs,Surat,"Skills :mail, management, cargo, e-commerce, communication",Position Title: Delivery- E-Commerce Profile Summary Candidates should be from reputed Organization having with at-least 2- 6 Years of Delivery operations experience in e-commerce/ logistics/ courier/ cargo industry Job Purpose:
Sports- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Clay Modelling- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Graphic Design- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Dancing - Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Drama - Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Music- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Singing- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Theatre- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
General Management- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Housing- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Conservation- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Regional Planning- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Orthopaedics- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Sports- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Clay Modelling- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Graphic Design- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Computer Applications- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Dancing - Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, analytical, leadership",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
