Title,Company,Qualifications,Description,Location
Business Development Executive,Insurgics Healthcare Solution,B.Pharm,"Mom Kid Care is revolutionizing women's health by providing them instant access to certified & verified 'health content', allows them t...",Delhi
Designer/Web-Developer/Content Writers,Aryston Web Solution Pvt. Ltd.,B.Com,Ltd. - Kolkata. Aryston web solution Pvt. Ltd. invites you to apply for MULTIPLE positions in international website process!Immediate joine...,Kolkata
Logistics Executive,Mirraw Online Services Pvt Ltd,10th Pass (SSC),We are looking for (freshers/experienced) as Logistics Executives in our warehouse.Salary: Rs. 9500 to Rs. 11000Age Limit: 18 to 30 yearsJo...,Bhiwandi
Telecaller,Rawat Realty & Co.,10th Pass (SSC),"- Mumbai. Fresher welcome. Tele caller girl only.Must be from thane west Ghodbunder road, need to call clients to ask them to buy...",Mumbai
System Executive,The Statesman Ltd,BCA,"When compiling an IT Support job description, here is a selection of duties to include:Installing and configuring computer hardware, softwa...",Kolkata
UROLOGIST,Lordshire pvt ltd,MBBS,Document or review patients' histories.Provide urology consultation to physicians or other health care professionals.Refer patients to spec...,Bangalore
Metro Network Deployment Engineer,Google,BE/B.Tech,"Metro Network Deployment EngineerLocation: Mumbai, Maharashtra, IndiaMinimum qualifications:Bachelor's degree in a technical discipline or ...",Mumbai
Data Analyst/Product Trust and Safety,Google,BE/B.Tech,"Data Analyst, Product Trust and SafetyLocation: Hyderabad, Telangana, IndiaMinimum qualifications:Bachelor's degree in Engineering or Scien...",Hyderabad
Data Analyst/Product Trust and Safety/Shopping,Google,BA,"Data Analyst, Product Trust and Safety, ShoppingLocation: Hyderabad, Telangana, IndiaMinimum qualifications:Bachelor's degree in Engineerin...",Hyderabad
Software Development Engineer in Test,DELL,BE/B.Tech,Software Development Engineer in TestLocation : BengaluruJob Family: Information-Technology EngineeringJob ID: R90484Essential Requirements...,Bangalore
CAMPAIGN MANAGEMENT TRAINEE,Ensight Business Solutions Pvt. Ltd.,MBA/PGDM,Ltd. - Ahmedabad. JOB TITLE : CAMPAIGN MANAGEMENT TRAINEE JOB LOCATION : AHMEDABAD JOB DESCRIPTION Key Responsibilities...,Ahmedabad
Software Engineer,DELL,BE/B.Tech,"Software EngineerLocation: Bangalore, IndiaJob Family: Information-Technology EngineeringJob ID: R87784Essential Requirements:University ed...",Bangalore
React JS Developer,Logiciel Solutions,BCA,"Logiciel is one of the highly recommended IT service
provider that caters a range of IT services including web application
development, mob...",Ludhiana
HR Executive,Unistring Tech Solutions Pvt. Ltd.,MBA/PGDM,Ltd. - Hyderabad. Partnering with hiring managers to determine staffing needsCampus RecruitmentsScreening resumesDatabase MaintenancePerfor...,Hyderabad
NDR Calling Executive,Rapid Delivery Pvt Ltd,B.Com,Description: Calling customers to confirm if orders are received or reason for cancelling.Mailing any incoming clients who wish to tra...,Mumbai
Angular JS developer,Logiciel Solutions,BCA,"Logiciel is one of the highly recommended IT service
providers that cater to a range of IT services including but not limited to web applic...",Ludhiana
Android Developer,AcmeMinds,BE/B.Tech,"Job
DescriptionWe are looking for an Android developer responsible for the development and
maintenance of application. Your primary fo...",Chandigarh
Sr. Laravel Developer,Logiciel Solutions,BCA,"Laravel Developer Jobs in Logiciel Solutions - Ludhiana. Logiciel is one of the highly recommended IT service
providers that cater to a ran...",Ludhiana
Sr. Software Quality Analyst,Logiciel Solutions,BCA,Software Quality Analyst Jobs in Logiciel Solutions - Ludhiana. Job Description: Looking for an experienced software quality analyst w...,Ludhiana
Customer Support Executive,Nipppon Data system,Certificate Course (ITI),"Should have good Oral and written communication.An effective communicator, probably fluid with what he/she is speaking.Should be a computer...",Anywhere in India
Power Point /Animation Specialist,Siri technologies,Diploma,"Looking for a Part-time Powerpoint specialist /graphic designer, who can create simple animated videos for my youtube channel. He...",Hyderabad
Team leader,Leading Bank,Diploma,We need a candidate with a team building skills and some knowledge about a marketing with disciplinary manner.       Ag...,Erode
Public Relations Executive,GRASSHOPPERS INDIA PVT LTD,PG Diploma,"PR Executive
 Job
Description: PR Executive
 We are
looking for candidates who will add value to our team through useful inputs...",Delhi
Sales Marketing Executive,Fermex Solutions LLP,Any Graduate,"She must be presentableShe should be able to talk to the client, means good communications should be well versed with Computers and able to...",Mohali
Telecaller,Fermex Solutions LLP,10th Pass (SSC),"We require a Smart Girl with good communication Skills Computer Knowledge of Ms Word, Excel and PowerpointAttend Clients Calls with co...",Mohali
Web Consultant,Think Surf Media LLP,Diploma,"Web Consultant is
required to work upon designing websites for different clients for which he
needs to meet the clients and understand thei...",Kolkata
SoC Design Engineer,Intel Corporation,BE/B.Tech,"SoC Design EngineerJob ID: JR0111618Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: College GradQualifications: B E El...",Bangalore
Engineer Trainee,Micro Academy India Pvt Ltd,BE/B.Tech,Leading MNC’s Hiring Fresh Graduates at Micro Academy forDomain: Wintel (Infrastructure Management Services)Please note there&n...,Bangalore
SOC Design Engineer,Intel Corporation,BE/B.Tech,"SOC Design EngineerJob ID: JR0111616Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: College GradQualifications: B.E. i...",Bangalore
SoC Design Engineer,Intel Corporation,BE/B.Tech,"SoC Design EngineerJob ID: JR0111617Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: College GradQualifications: B E El...",Bangalore
Structural Design Engineer,Intel Corporation,BE/B.Tech,"Structural Design EngineerJob ID: JR0111101Job Category: Contract EmployeePrimary Location: Bangalore, KA INJob Type: Intel Contract Employ...",Bangalore
Jr. PHP Developer,RG Infotech,BCA,PHP Developer Jobs in RG Infotech - Jaipur. We are hiring for a PHP Developer for our organization with 0 Months to 1 year of experience. F...,Jaipur
EHS Engineer,Intel Corporation,BE/B.Tech,"EHS EngineerJob ID: JR0106406Job Category: Security/SafetyPrimary Location: Bangalore, KA INJob Type: Experienced HireQualifications:Minimu...",Bangalore
ICE- GPU Performance Modelling Engineer,Intel Corporation,BE/B.Tech,"ICE- GPU Performance Modelling EngineerJob ID: JR0111097Job Category: Contract EmployeePrimary Location: Bangalore, KA INJob Type: Intel Co...",Bangalore
Sales Executive,Kartar Valves Private Limited,Diploma,"Deriving Sales from distributor, direct dealer and sub-dealer (only target dealers).Scheme communication to target dealers, direct dealers ...",Kochi
Brand promoters,MSecure Data Labs Pvt Ltd,B.Com,The candidate must:Be willing to travel on field and meet corporate clients within the city limitsGive presentation of the company's produc...,Hyderabad
Deep Learning RD Engineer,Intel Corporation,ME/M.Tech,"Deep Learning R&D EngineerJob ID: JR0111648Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: Experienced HireQualifi...",Bangalore
Pre-Si Systems Engineer,Intel Corporation,BE/B.Tech,"Pre-Si Systems EngineerJob ID: JR0111903Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: College GradQualifications: B....",Bangalore
Operation executive,Splendid sales and service,B.Arch,"We are seeking an eager, motivated  executive to join our growing organization. In this position, you have to manage e-commerce order....",Chennai
Silicon Architecture Engineer Intern,Intel Corporation,ME/M.Tech,"Silicon Architecture Engineer InternJob ID: JR0096208Job Category: Intern/StudentPrimary Location: Bangalore, KA INJob Type: InternQualific...",Bangalore
Treasury Analyst Intern,Intel Corporation,ME/M.Tech,"Treasury Analyst InternJob ID: JR0108698Job Category: Intern/StudentPrimary Location: Bangalore, KA INJob Type: InternQualifications:Pursui...",Bangalore
News Writer,LetmeInform Imedia,Any Post Graduate,"Collect specific news content like notices, announcements from various online media resources, newspaper, government and private institutio...",Bangalore
Front End Digital Design Engineer Deep Learning RD Engineer,Intel Corporation,BE/B.Tech,"Front End Digital Design Engineer (Deep Learning R&D Engineer)Job ID: JR0111348Job Category: EngineeringPrimary Location: Bangalore, KA...",Bangalore
Business Development Executive,VL PVT LTD,B.Arch,"Job Duties:
Approach prospectsconsult them about Business.Teamwork
Sales Executive Skills and Qualifications:
P...",Pune
Online Bidding Executive,Sleek Infosolutions Pvt. Ltd.,Diploma,"Ltd. - Kolkata. Job SummaryWe are looking for some online bidders having a very good profile on online bidding channels such as Upwork, Fre...",Kolkata
SAP Trainee ABAP/ BW/ BOBJ/ HCM,Prowess Enterprise India Pvt Ltd,BE/B.Tech,"Join our team
and utilize leading-edge technology to configure, develop, deliver and support
applications for our clients. As a Graduate ...",Hyderabad
Pre-Si Systems Engineer,Intel Corporation,BE/B.Tech,"Pre-Si Systems EngineerJob ID: JR0108570Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: College GradQualifications:B.E...",Bangalore
PHP Developer,Sleek Infosolutions Pvt. Ltd.,Diploma,"Ltd. - Kolkata. Job SummaryMust be proficient in Core PHP, MySQL, and JavaScript.Must have knowledge in Codeigniter, Laravel.Should have va...",Kolkata
Software Tester,Sleek Infosolutions Pvt. Ltd.,Diploma,Ltd. - Kolkata. Job SummaryTesting of Web-based application and Web Services.Responsible for executing automated and manual test cases.Gene...,Kolkata
Technical Sales Engineer,RMADE Technologies Pvt.Ltd,BE/B.Tech,"Ltd - Alappuzha,Kochi,Kottayam. Visiting the client's place and presenting product demo.Installing the product in the client's place.Maintai...",Kozhikode
Computer Vision Engineer,Intel Corporation,BE/B.Tech,"Computer Vision EngineerJob ID: JR0111646Job Category: EngineeringPrimary Location: Bangalore, KA INJob Type: Experienced HireQualification...",Bangalore
Technical Sales Engineer,RMADE Technologies Pvt Ltd,Diploma,Organizing Sales Visit and demonstrating our products in the various region according to the client needs.Using technical skills to demonst...,Trichy/Tiruchirapalli
Sales / Marketing Executive,NSA Solar Pvt. Ltd,Diploma,Ltd - Navi Mumbai. Job brief:We are looking for a high-performing Technical Sales Executive/BDM/BDE to help us meet our customer acquisitio...,Navi Mumbai
Web Cum Graphic Designer,Spectrum Softtech Solutions Pvt. Ltd.,Any Post Graduate,Ltd. - Kochi. Job Code : Web Cum Graphic DesignerJob Type : Permanent Full TimeCategory : IT: SoftwareLocations : Kochi / Cochin / Ernakula...,Kochi
Driver,Utkal industrial and safety products,No Education/Schooling,"auto driver for tata ace required. he needs to pick goods from transport, deliver at various plant and clients. commercial d...",Bhubaneswar
RHCE Trainer,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : RHCE TrainerJob Type : Permanent Full TimeCategory : Technical AdministrationLocations : Kochi / Cochin / Ernakula...,Kochi
Big Data Trainer,Spectrum Softtech Solutions Pvt. Ltd.,Any Post Graduate,Ltd. - Kochi. Job Code : Big Data TrainerJob Type : Permanent Full TimeCategory : AnalyticsLocations : Kochi / Cochin / ErnakulamRole and R...,Kochi
IOT Specialist,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : IOT Specialist Job Type : Permanent Full TimeLocations : Kochi / Cochin / ErnakulamDesired candidate: Good kn...,Kochi
Digital Marketing Coordiator,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : Digital Marketing Coordiator Job Type : Permanent Full TimeCategory : AdministrationLocations : Kochi / Cochi...,Kochi
Android Developer,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : Android DeveloperJob Type : Permanent Full TimeCategory : IT: SoftwareLocations : Kochi / Cochin / ErnakulamDesire...,Kochi
IT Process Coordinator,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : IT Process CoordinatorJob Type : Permanent Full TimeCategory : AdministrationLocations : Kochi / Cochin / Ernakula...,Kochi
Marketing Executive,LG SHOWROOM,Any Graduate,"JOB DESCRIPTION
JOB ROLE: MARKETING EXECUTIVESALARY: 8000 + INCENTIVES PER MONTH
KEY SKILLS:
Basic English communication skill.Good Ta...",Tuticorin
Data Science with R Trainer,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : Data Science with R TrainerPermanent : Full Time Category : IT: SoftwareLocations : Kochi / Cochin / Ern...,Kochi
Software Tester Cum Trainer,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code : Software Tester Cum TrainerJob Type :  Permanent Full TimeCategory IT : SoftwareLocations : Kochi / Cochin / ...,Kochi
Digital Marketing Trainer,Spectrum Softtech Solutions Pvt. Ltd.,Any Graduate,Ltd. - Kochi. Job Code :  Digital Marketing TrainerJob Type  : Permanent Full TimeCategory : Digital MarketingLocations : Kochi /...,Kochi
Software Tester,Percept Infosystem,BE/B.Tech,"Position: - Software Tester.Job Location: - NagpurSkills:- Documentation, Test Preparation, Bug Repot Document, Sign Off ProcessJob Timing:...",Nagpur
Content Writer,Photojaanic,MA,"Do you love photography and writing? If the answer is yes, we’d love to talk with you.We are looking for a Content Writer ...",Panaji
Back Office Assistant,The Gizmo,B.Arch,"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Jaipur
Regulatory Affairs Specialist executives,Golden Opportunities Pvt Ltd.,M.Pharm,- Chennai. Regulatory Affairs Specialist executivesJob Description : Regulatory Affairs Specialist Role: Compile and maintain reg...,Chennai
PSR Scientist,Golden Opportunities Pvt Ltd.,M Phil / Ph.D,- Mumbai. PSR ScientistJob Description :To ensure compliance with global and local procedural documents and local implementation of patient...,Mumbai
Executives,Golden Opportunities Pvt Ltd.,Any Graduate,- Mumbai. ExecutivesJob Description :Direct Interaction with client?s project lead for requirements gathering Enhancement of existing dashb...,Mumbai
Medical Reviewer,Golden Opportunities Pvt Ltd.,Any Graduate,- Kolkata. Medical ReviewerJob Code : GO/JC/11277/2019Experience : 1 - 2Location : Kolkata Education : Any Graduat...,Kolkata
Regulatory Executives,Golden Opportunities Pvt Ltd.,Any Graduate,- Mumbai. Regulatory ExecutivesJob Description :Compile and maintain regulatory documentation databases or systems. Coordinate efforts...,Mumbai
Clinical Trial From Associate to Manager,Golden Opportunities Pvt Ltd.,Any Graduate,- Chennai. Clinical Trial From Associate to ManagerJob Description :Clinical data management knowledge and experience Knowledge in Clinical...,Chennai
Customer Support Executive,Dektron India Pvt Ltd,B.Com,A Customer support executive required for a electronic brand which provides after sales support on its products.The candidate should have G...,Delhi
AR Caller BPO,Golden Opportunities Pvt Ltd.,Any Graduate,- Hyderabad. AR Caller BPOJob Description : Handles complex voice process in terms of providing dedicated support on both I/B & O/...,Hyderabad
Medical reviewer,Golden Opportunities Pvt Ltd.,MBBS,"- Pune. Medical reviewerJob Description :Evaluation of cases following the L2 path (all serious, legal, interventional studies, pregnancies...",Pune
Medical Reviewer,Golden Opportunities Pvt Ltd.,MBBS,"- Mumbai. Medical ReviewerJob Description : Medical review of the ICSR's (clinical, spontaneous, Drug surveillance, literature and spo...",Mumbai
Technical Support Representative,Black And White Business Solutions Pvt Ltd,Diploma,"One
day interview process...carry all the documents to collect the offer
letter on the same day, apper for multiple companies.Job
Descripti...",Bangalore
Business Development Executive,IValue Systech Pvt Ltd,B.Com,"Will be responsible for Business Development activities.Will identify, qualify and develop new clients for IT Projects and Solutions offe...",Ahmedabad
GIS Technician / Analyst,CIYANO DE SOLUTIONS PVT. LTD.,Diploma,"LTD. - Delhi. The candidate shall be involved in the works
related to Database management, Geo-referencing, Digitization, Spatial
adjustmen...",Delhi
Web Developer,DriveIT Digital,Diploma,Web Developer RequirementsRoles and Responsibilities:Developing web site designs on customizing Wordpress themesProducing sample sitesShoul...,Noida
Customer Support Executive/Technical Support Executive,Surecruit Consultancy,B.Com,"­­­Greetings from SURECRUIT
CONSULTANT PVT LTD !!!!!!
Dear Candidates!!!
Appear for multiple companies in
one day for different job r...",Bangalore
Marketing Communications Executive,Photojaanic,B.Com,"OverviewLove photography, creative writing, and ad copy?We’re looking for a Marketing Communications Executive who can write effective ma...",Panaji
Software Developer,Inates Tambaram,Any Graduate,"We have immediate opening with our client for freshers (SAP, Java Spring, PHP, Freshers) in Chennai Location.Job Description:Skills:SAP (sd...",Chennai
Operations Executive,Talent4Assure Assessment Services Pvt Ltd,Certificate Course (ITI),Job Responsibilities:Booking venues for events and business meetings.Will be responsible for contacting examination centres for online as w...,Delhi
International Voice Process/Research Associate,TECHNO WISE,Any Graduate,Key Skills :Outbound calls to companies in English speaking countries and perform lead pre-qualification and contact verification.Ability t...,Ahmedabad
Business Development Manager,Big Star Productions Pvt. Ltd.,MBA/PGDM,Ltd. - Delhi. Skill sets required:-MBA or Graduate with Experience.Pleasing PersonalityFluency with English Language & Good Command ove...,Delhi
Maintenance Supervisor,PEARL CONSULTING INDIA,Diploma,"Maintenance EquipmentSalary 2500 S$Diploma or Degree in EEE can
applyPASSPORT MUSTIT’S NOT LOCAL JOBS ONLY OVERSEASNeed to know all elect...",Chennai
Driver,PEARL CONSULTING INDIA,No Education/Schooling,Domestic DriverKnow to drive both Car/vanSalary 300 USDPASSPORT MUSTIT’S NOT LOCAL JOBS ONLY OVERSEASAccommodation + Food providedEnglish...,Chennai
counselor,Sny cosmos,B.Arch,1) Should have knowledge of overseas Education2) Excellent communications skills written & verbal - with prior experience in positions....,Hyderabad
Civil Supervisor,PEARL CONSULTING INDIA,Diploma,Civil SupervisorSalary 1500 SR to 1800 SRAccommodation providedPASSPORT MUSTIT’S NOT LOCAL JOBS ONLY OVERSEASDip / Degree Civil can apply...,Chennai
Production Executive,Big Star Productions Pvt. Ltd.,Other Graduate,"Ltd. - Delhi. Full event production
and design, vendor contract negotiation, staffing, sponsor and media
management, video production,...",Delhi
Inside Sales Executive,Zuan Technology,BBA/BBM,Must be a graduate Should have 0-5( based on the designation) years of B2B field Sales experience with hands-on experience of the enti...,Chennai
Deep Learning Engineer,Bizlers Technologies,BE/B.Tech,"Key Responsibilities
Work with the deep learning and computer vision team towards ideating, implementing and optimizing deep learning ...",Pune
Telecaller,Standard services,10th Pass (SSC),"Telemarketer Job Duties:
Identifies prospects by reading telephone and zip code directories and other prepared listings.
Ca...",Delhi
BPO VOICE PROCESS,Cemex Management,Diploma,"Openings for freshers and experienced candidates.Languages:English, Kannada, Hindi, Bengali, Marathi, Punjabi, Tamil, Telugu, Malayalam and...",Bangalore
Ground Operation Staff,Aecilo Pnt. Ltd,10th Pass (SSC),"Ltd - Bhubaneswar,Brahmapur,Cuttack. VACANCY OPEN  IN TERMINAL FOR FRESHER IN EASTERN Job SummaryWe are hiring for Ground Operati...",Bhubaneswar
HR Intern,Ketsaa Retails LLP,BBA/BBM,About the Internship:- We are seeking an HR Generalist trainee who will be groomed into a full-time HR employee. Selected intern'...,Noida
Front End Developer,Synchronism Solutions,BE/B.Tech,A front-end web developer is responsible for implementing visual elements that users see and interact with in a web app...,Hyderabad
Telecaller,Team United Tech Services Pvt Ltd,Certificate Course (ITI),Handling Outbound processes..Willingness to work in a challenging environment.Excellent Communication skills.Basic computer application ski...,Bangalore
Customer Care Executive,Epicenter Technology,B.Com,Greetings from Epi Center!Epi Center is hiring for Voice ProcessJob Requisites:Candidate should have excellent oral and written communicati...,Mumbai
Back Office Assistant,Efan gold pvt ltd.,Diploma,"- Mumbai,Navi Mumbai. Organize
office and assist associates in ways that optimize procedures related to BD
departmentSort and
distribute co...",Mumbai
Process Associate,EXIMIO SERVICE AND SOLUTION,Any Graduate,EXIMIO SERVICE AND SOLUTIONGreetings from Eximio services and solutions!!!  Immediate Requirement for process Associate Role...,Chennai
Chief Manager,Euronet Services,Any Graduate,Relationship Management Role. Has to handle client which are Indian banks on a daily basis and ensure their agreed deliverable. R...,Mumbai
Growth Operations Trainee,Drop kaffe,Any Graduate,This position is for our new brand SLAY Coffee. The candidate will be a part of our Growth Operations team and support the setting up ...,Bangalore
Acquisition Manager Digital Sales,Emagine People Solutions Pvt Limited,Any Post Graduate,"Job Profile:As part of the sales job, the incumbent is required to do field workThe job involves sourcing of Savings Accounts for the banks...",Bangalore
Business Development Manager,Hatchfactory,Diploma,Hatchfactory Commerce Pvt is looking for a business development manager. Candidate should have a passion to Sell IT/Software solutions offe...,Bangalore
Software Engineer C/C/Java,Anakage Technologies Pvt Ltd,BE/B.Tech,The role is of trainee engineer position who is well versed in c/c++/java. You would be on probation for 3 months where you ...,Bangalore
Trainer HyperMesh CAE,DesignTech Systems Ltd.,BE/B.Tech,- Visakhapatnam. Trainer : HyperMesh CAELocation: Across Andhra PradeshJob Code: A004190515 Bond – For 2 years mandatoryEducational Quali...,Visakhapatnam
PTC Sales,DesignTech Systems Ltd.,BE/B.Tech,"- Across India. PTC SalesLocation: Across IndiaJob Code: A00211217 Bond – For 2 years mandatoryEducational Qualification: B.E, B.Tech ( M...",Anywhere in India
Business Development Executive,VolksPhantom IP Solutions Pvt Ltd,Any Graduate,"interested can contact us through mobile number in website.Job Duties:
Identifies business opportunities by identifying prospect...",Guntur
Business Development Executive / Manager,Zarsoo International Pvt Ltd,Any Graduate,Designation:Business Development Executive / Manager No of Positions: 03Experience: 0-2 yearsJob Location: GTB NagarSalary - 1.44 - 3 ...,Delhi
Back Office Assistant,Maheshwari Advertising,BBA/BBM,Job SummaryOutdoor Advertising at our own space at:-HoardingsUni polesBus SheltersTraffic Junction BrandingCentre Pole KiosksGantriesHead o...,Bhopal
Product Sales - Products Altair/Stratasys/SLM,DesignTech Systems Ltd.,BE/B.Tech,"- Across India. Product Sales - Products (Altair, Stratasys, SLM)Location: Across IndiaJob Code: A008221217 Bond – For 2 years mandatoryE...",Anywhere in India
Telesales Executive,EMERGE BPO SERVICES PVT LTD.,B.Arch,"- Mumbai,Navi Mumbai. Emerge Bpo Services Pvt Ltd :We are hiring for our US Process related to Pharmacy…Shift: Fixed night shift 9.30pm �...",Mumbai
Back Office Executive,EMERGE BPO SERVICES PVT LTD.,Certificate Course (ITI),"- Mumbai. Experience: 0 - 2 years Skills: Data Entry, Backend, Chat Support, BPO Executive, Marketing, Accounts Executive, Call Center...",Mumbai
Digital Marketing Executive,Internacia india marketing pvt ltd,Any Post Graduate,No interview only four days training Provided in Internacia industry. The first four days the company's work teaches and the fifth day...,Jammu
Telecaller,ARMORONE SERVICES PVT. LTD.,Certificate Course (ITI),LTD. - Jaipur. Looking for dynamic female tele caller for our domestic calling process.Must have good communication skills.Good Hindi speak...,Jaipur
AC Mechanic,STAR Services,Certificate Course (ITI),"Job Summary
We are currently
looking for AC Technician / MechanicLocation: ChennaiGood Salary +
Incentives + Allowances.
Out Side Che...",Chennai
Sales Manager,SPN PROPMART LLP,B.Com,"Real Estate Sales Need to sell the residential projects in Agra , Aligarh & Vrindavan .Generate the leads to achieve the qua...",Agra
Academic Consultant,Teamployer Business Services,Any Post Graduate,"Calling on the leads provided to them and fixing appointments with the Students &
Parents. The expectation is about 60/80 calls/da...",Hyderabad
Accounts Executive,The Thick Shake Factory,B.Com,Supervise daily accounting processesFollowing up with the clients for accounts receivablesSupervise Accounts payable and cash reconciliatio...,Hyderabad
HR Generalist,Accel,Any Graduate,"HR Generalist Position : 02Location : Bangalore, INRequired skills : Bachelor’s / Master’s degree in Human Resources and arou...",Bangalore
Sales Executive - Synopsys Software,DesignTech Systems Ltd.,BCA,- Pune. Sales Executive - Synopsys Software Location: Delhi / PuneJob Code: A106221217 Bond – For 2 years mandatoryEducational Qualificat...,Pune
Jr. Copywriter,Accel,Any Graduate,"Copywriter Jobs in Accel - Bangalore. Jr. Copywriter at BounceLocation : Bangalore, INRoles & Responsibilities :Write high-engagement c...",Bangalore
Junior Web Developer,Accel,Any Graduate,"Junior Web Developer Position : 02Location : Bangalore, INThe Role :Minimum of 2+ years hands-on coding and development experience in ...",Bangalore
Web Developer,Softech Solution,Diploma,"Job Role: Web Development Skill: Fresher with good programming knowledge with C, C++ and others. Candidate should have good commu...",Kolkata
City Launch Manager,Accel,Any Graduate,"City Launch Manager (Keyless) at BounceLocation : Bangalore, INRequirements :Strong & relevant educational background. Tier 1 Under Gra...",Bangalore
Sales Executive - Synopsys Software,DesignTech Systems Ltd.,BCA,- Delhi. Sales Executive - Synopsys Software Location: Delhi / PuneJob Code: A106221217 Bond – For 2 years mandatoryEducational Qualifica...,Delhi
City Manager,Accel,Any Graduate,"City Manager at BounceLocation : Bangalore, INRoles and Responsibilities :Manage P&L of the city; drive demand, supply, growth & ef...",Bangalore
Launch Program Manager Keyless,Accel,Any Post Graduate,"Launch Program Manager (Keyless) at BounceLocation : Bangalore, INRoles & Responsibilities : Central Planning :Work with Central T...",Bangalore
Neurosurgeon,All Consultants,MBBS,"Wanted  Neurosurgeon  for 
hospitals in Kerala.Qualification: M Ch-Neurosurgery.Neurosurgeons perform surgery on
the brain, ...",Kozhikode
Design Engineer - All CAD software,DesignTech Systems Ltd.,BE/B.Tech,- Delhi. Design Engineer - All CAD softwareLocation: Pune / DelhiJob Code: A110221217 Bond For 2 - 3 years mandatoryEducational Qualificati...,Delhi
Design Engineer - All CAD software,DesignTech Systems Ltd.,BE/B.Tech,- Pune. Design Engineer - All CAD softwareLocation: Pune / DelhiJob Code: A110221217 Bond For 2 - 3 years mandatoryEducational Qualificatio...,Pune
Software Engineer / Senior Software Engineer,Accel,Any Post Graduate,"Software Engineer / Senior Software Engineer (Payments) at BounceLocation : Bangalore, INWhat we look for?3 to 5 years of experience workin...",Bangalore
Customer Support Executive,EDUBRIDGE Learning Pvt Ltd,Certificate Course (ITI),Providing Best opportunity in Banks and Financial companies in on rolls. Best placements in MNC and banks.    Maintain ...,Anywhere in India
Sales - ESI / 3DCS,DesignTech Systems Ltd.,BE/B.Tech,- Bangalore. Sales - ESI / 3DCS Location: Chennai & BangaloreJob Code: A11615012018Educational Qualification: B.E/B.TechExperience: 2 t...,Bangalore
Customer Relationship Manager,EDUBRIDGE Learning Pvt Ltd,Certificate Course (ITI),Providing Best placement in MNCs and corporate. We are tied up with banks and Financial companies. And also providing the Best op...,Guntur
Sales - ESI / 3DCS,DesignTech Systems Ltd.,BE/B.Tech,- Chennai. Sales - ESI / 3DCS Location: Chennai & BangaloreJob Code: A11615012018Educational Qualification: B.E/B.TechExperience: 2 to ...,Chennai
Sr. Associate - Special Projects,Accel,MBA/PGDM,"Associate - Special Projects Jobs in Accel - Bangalore. Sr. Associate - Special Projects at BounceLocation : Bangalore, INResponsibilities ...",Bangalore
Sales- SLM,DesignTech Systems Ltd.,BE/B.Tech,- Pune. Sales- SLMLocation: Bangalore & PuneJob Code: A117016012018Educational Qualification: B.E/B.TechExperience:&nbsp...,Pune
Senior Authentication Platform Engineer,Accel,MS,"Senior Authentication Platform Engineer at LookoutLocation : Bangalore, INResponsibilities : Design, build and maintain high performan...",Bangalore
Customer Support Executive,Snap Fitness,12th Pass (HSE),Job Summary :Builds business by identifying and selling prospects; maintaining relationships with clients.Duties and Responsibilities:Commu...,Bangalore
Sales- SLM,DesignTech Systems Ltd.,BE/B.Tech,- Bangalore. Sales- SLMLocation: Bangalore & PuneJob Code: A117016012018Educational Qualification: B.E/B.TechExperience: 2 to 6 yearsDo...,Bangalore
Application Engineer MathWorks,DesignTech Systems Ltd.,BE/B.Tech,- Ahmedabad. Application Engineer _ MathWorksLocation: AhmedabadJob Code: B121368Educational Qualification: B. E (Electronics & Communi...,Ahmedabad
Graphic Designer,Accel,Any Graduate,"Graphic Designer at BounceLocation : Bangalore, INRequirements :1+ years of experience in successfully delivering a similar roleProficient ...",Bangalore
Application Engineer FEKO,DesignTech Systems Ltd.,BE/B.Tech,- Hyderabad. Application Engineer_ FEKOLocation: HyderabadJob Code: B131369Educational Qualification: B.E/B.TECH/M.E/M.TECH in Electronics/...,Hyderabad
Product Sales - SLM,DesignTech Systems Ltd.,BE/B.Tech,- Pune. Product Sales - SLMLocation: PuneJob Code: A03161118Educational Qualification: B.Tech /B.E. Production /Industrial/ Mechanical.Expe...,Pune
Process Associate,IDS Infotech Ltd,10th Pass (SSC),"We are a company and hiring for our own
company. We are looking for Under Graduate with excellent English communication
skills to work in a...",Mohali
